key,english,assamese,konkani,gujarati,marathi,meitei,mizo,odia,punjabi,nepali,bengali,kashmiri,ladakhi
ui_0011,Account deleted successfully.,"=IFERROR(GOOGLETRANSLATE($B12,""en"",""as""),$B12)","=IFERROR(GOOGLETRANSLATE($B12,""en"",""gom""),$B12)","=IFERROR(GOOGLETRANSLATE($B12,""en"",""gu""),$B12)","=IFERROR(GOOGLETRANSLATE($B12,""en"",""mr""),$B12)","=IFERROR(GOOGLETRANSLATE($B12,""en"",""mni-Mtei""),$B12)","=IFERROR(GOOGLETRANSLATE($B12,""en"",""lus""),$B12)","=IFERROR(GOOGLETRANSLATE($B12,""en"",""or""),$B12)","=IFERROR(GOOGLETRANSLATE($B12,""en"",""pa""),$B12)","=IFERROR(GOOGLETRANSLATE($B12,""en"",""ne""),$B12)","=IFERROR(GOOGLETRANSLATE($B12,""en"",""bn""),$B12)","=IFERROR(GOOGLETRANSLATE($B12,""en"",""ks""),$B12)",=$B12
ui_0012,Account deletion,"=IFERROR(GOOGLETRANSLATE($B13,""en"",""as""),$B13)","=IFERROR(GOOGLETRANSLATE($B13,""en"",""gom""),$B13)","=IFERROR(GOOGLETRANSLATE($B13,""en"",""gu""),$B13)","=IFERROR(GOOGLETRANSLATE($B13,""en"",""mr""),$B13)","=IFERROR(GOOGLETRANSLATE($B13,""en"",""mni-Mtei""),$B13)","=IFERROR(GOOGLETRANSLATE($B13,""en"",""lus""),$B13)","=IFERROR(GOOGLETRANSLATE($B13,""en"",""or""),$B13)","=IFERROR(GOOGLETRANSLATE($B13,""en"",""pa""),$B13)","=IFERROR(GOOGLETRANSLATE($B13,""en"",""ne""),$B13)","=IFERROR(GOOGLETRANSLATE($B13,""en"",""bn""),$B13)","=IFERROR(GOOGLETRANSLATE($B13,""en"",""ks""),$B13)",=$B13
ui_0013,Account Deletion and Device Access,"=IFERROR(GOOGLETRANSLATE($B14,""en"",""as""),$B14)","=IFERROR(GOOGLETRANSLATE($B14,""en"",""gom""),$B14)","=IFERROR(GOOGLETRANSLATE($B14,""en"",""gu""),$B14)","=IFERROR(GOOGLETRANSLATE($B14,""en"",""mr""),$B14)","=IFERROR(GOOGLETRANSLATE($B14,""en"",""mni-Mtei""),$B14)","=IFERROR(GOOGLETRANSLATE($B14,""en"",""lus""),$B14)","=IFERROR(GOOGLETRANSLATE($B14,""en"",""or""),$B14)","=IFERROR(GOOGLETRANSLATE($B14,""en"",""pa""),$B14)","=IFERROR(GOOGLETRANSLATE($B14,""en"",""ne""),$B14)","=IFERROR(GOOGLETRANSLATE($B14,""en"",""bn""),$B14)","=IFERROR(GOOGLETRANSLATE($B14,""en"",""ks""),$B14)",=$B14
ui_0014,Account deletion failed.,"=IFERROR(GOOGLETRANSLATE($B15,""en"",""as""),$B15)","=IFERROR(GOOGLETRANSLATE($B15,""en"",""gom""),$B15)","=IFERROR(GOOGLETRANSLATE($B15,""en"",""gu""),$B15)","=IFERROR(GOOGLETRANSLATE($B15,""en"",""mr""),$B15)","=IFERROR(GOOGLETRANSLATE($B15,""en"",""mni-Mtei""),$B15)","=IFERROR(GOOGLETRANSLATE($B15,""en"",""lus""),$B15)","=IFERROR(GOOGLETRANSLATE($B15,""en"",""or""),$B15)","=IFERROR(GOOGLETRANSLATE($B15,""en"",""pa""),$B15)","=IFERROR(GOOGLETRANSLATE($B15,""en"",""ne""),$B15)","=IFERROR(GOOGLETRANSLATE($B15,""en"",""bn""),$B15)","=IFERROR(GOOGLETRANSLATE($B15,""en"",""ks""),$B15)",=$B15
ui_0015,Activate subscription to share or download posters.,"=IFERROR(GOOGLETRANSLATE($B16,""en"",""as""),$B16)","=IFERROR(GOOGLETRANSLATE($B16,""en"",""gom""),$B16)","=IFERROR(GOOGLETRANSLATE($B16,""en"",""gu""),$B16)","=IFERROR(GOOGLETRANSLATE($B16,""en"",""mr""),$B16)","=IFERROR(GOOGLETRANSLATE($B16,""en"",""mni-Mtei""),$B16)","=IFERROR(GOOGLETRANSLATE($B16,""en"",""lus""),$B16)","=IFERROR(GOOGLETRANSLATE($B16,""en"",""or""),$B16)","=IFERROR(GOOGLETRANSLATE($B16,""en"",""pa""),$B16)","=IFERROR(GOOGLETRANSLATE($B16,""en"",""ne""),$B16)","=IFERROR(GOOGLETRANSLATE($B16,""en"",""bn""),$B16)","=IFERROR(GOOGLETRANSLATE($B16,""en"",""ks""),$B16)",=$B16
ui_0016,Active,"=IFERROR(GOOGLETRANSLATE($B17,""en"",""as""),$B17)","=IFERROR(GOOGLETRANSLATE($B17,""en"",""gom""),$B17)","=IFERROR(GOOGLETRANSLATE($B17,""en"",""gu""),$B17)","=IFERROR(GOOGLETRANSLATE($B17,""en"",""mr""),$B17)","=IFERROR(GOOGLETRANSLATE($B17,""en"",""mni-Mtei""),$B17)","=IFERROR(GOOGLETRANSLATE($B17,""en"",""lus""),$B17)","=IFERROR(GOOGLETRANSLATE($B17,""en"",""or""),$B17)","=IFERROR(GOOGLETRANSLATE($B17,""en"",""pa""),$B17)","=IFERROR(GOOGLETRANSLATE($B17,""en"",""ne""),$B17)","=IFERROR(GOOGLETRANSLATE($B17,""en"",""bn""),$B17)","=IFERROR(GOOGLETRANSLATE($B17,""en"",""ks""),$B17)",=$B17
ui_0017,Add a caption,"=IFERROR(GOOGLETRANSLATE($B18,""en"",""as""),$B18)","=IFERROR(GOOGLETRANSLATE($B18,""en"",""gom""),$B18)","=IFERROR(GOOGLETRANSLATE($B18,""en"",""gu""),$B18)","=IFERROR(GOOGLETRANSLATE($B18,""en"",""mr""),$B18)","=IFERROR(GOOGLETRANSLATE($B18,""en"",""mni-Mtei""),$B18)","=IFERROR(GOOGLETRANSLATE($B18,""en"",""lus""),$B18)","=IFERROR(GOOGLETRANSLATE($B18,""en"",""or""),$B18)","=IFERROR(GOOGLETRANSLATE($B18,""en"",""pa""),$B18)","=IFERROR(GOOGLETRANSLATE($B18,""en"",""ne""),$B18)","=IFERROR(GOOGLETRANSLATE($B18,""en"",""bn""),$B18)","=IFERROR(GOOGLETRANSLATE($B18,""en"",""ks""),$B18)",=$B18
ui_0018,Add details optional,"=IFERROR(GOOGLETRANSLATE($B19,""en"",""as""),$B19)","=IFERROR(GOOGLETRANSLATE($B19,""en"",""gom""),$B19)","=IFERROR(GOOGLETRANSLATE($B19,""en"",""gu""),$B19)","=IFERROR(GOOGLETRANSLATE($B19,""en"",""mr""),$B19)","=IFERROR(GOOGLETRANSLATE($B19,""en"",""mni-Mtei""),$B19)","=IFERROR(GOOGLETRANSLATE($B19,""en"",""lus""),$B19)","=IFERROR(GOOGLETRANSLATE($B19,""en"",""or""),$B19)","=IFERROR(GOOGLETRANSLATE($B19,""en"",""pa""),$B19)","=IFERROR(GOOGLETRANSLATE($B19,""en"",""ne""),$B19)","=IFERROR(GOOGLETRANSLATE($B19,""en"",""bn""),$B19)","=IFERROR(GOOGLETRANSLATE($B19,""en"",""ks""),$B19)",=$B19
ui_0019,Add Photo,"=IFERROR(GOOGLETRANSLATE($B20,""en"",""as""),$B20)","=IFERROR(GOOGLETRANSLATE($B20,""en"",""gom""),$B20)","=IFERROR(GOOGLETRANSLATE($B20,""en"",""gu""),$B20)","=IFERROR(GOOGLETRANSLATE($B20,""en"",""mr""),$B20)","=IFERROR(GOOGLETRANSLATE($B20,""en"",""mni-Mtei""),$B20)","=IFERROR(GOOGLETRANSLATE($B20,""en"",""lus""),$B20)","=IFERROR(GOOGLETRANSLATE($B20,""en"",""or""),$B20)","=IFERROR(GOOGLETRANSLATE($B20,""en"",""pa""),$B20)","=IFERROR(GOOGLETRANSLATE($B20,""en"",""ne""),$B20)","=IFERROR(GOOGLETRANSLATE($B20,""en"",""bn""),$B20)","=IFERROR(GOOGLETRANSLATE($B20,""en"",""ks""),$B20)",=$B20
ui_0020,Add Text,"=IFERROR(GOOGLETRANSLATE($B21,""en"",""as""),$B21)","=IFERROR(GOOGLETRANSLATE($B21,""en"",""gom""),$B21)","=IFERROR(GOOGLETRANSLATE($B21,""en"",""gu""),$B21)","=IFERROR(GOOGLETRANSLATE($B21,""en"",""mr""),$B21)","=IFERROR(GOOGLETRANSLATE($B21,""en"",""mni-Mtei""),$B21)","=IFERROR(GOOGLETRANSLATE($B21,""en"",""lus""),$B21)","=IFERROR(GOOGLETRANSLATE($B21,""en"",""or""),$B21)","=IFERROR(GOOGLETRANSLATE($B21,""en"",""pa""),$B21)","=IFERROR(GOOGLETRANSLATE($B21,""en"",""ne""),$B21)","=IFERROR(GOOGLETRANSLATE($B21,""en"",""bn""),$B21)","=IFERROR(GOOGLETRANSLATE($B21,""en"",""ks""),$B21)",=$B21
ui_0021,Adjust,"=IFERROR(GOOGLETRANSLATE($B22,""en"",""as""),$B22)","=IFERROR(GOOGLETRANSLATE($B22,""en"",""gom""),$B22)","=IFERROR(GOOGLETRANSLATE($B22,""en"",""gu""),$B22)","=IFERROR(GOOGLETRANSLATE($B22,""en"",""mr""),$B22)","=IFERROR(GOOGLETRANSLATE($B22,""en"",""mni-Mtei""),$B22)","=IFERROR(GOOGLETRANSLATE($B22,""en"",""lus""),$B22)","=IFERROR(GOOGLETRANSLATE($B22,""en"",""or""),$B22)","=IFERROR(GOOGLETRANSLATE($B22,""en"",""pa""),$B22)","=IFERROR(GOOGLETRANSLATE($B22,""en"",""ne""),$B22)","=IFERROR(GOOGLETRANSLATE($B22,""en"",""bn""),$B22)","=IFERROR(GOOGLETRANSLATE($B22,""en"",""ks""),$B22)",=$B22
ui_0022,Adjust mode,"=IFERROR(GOOGLETRANSLATE($B23,""en"",""as""),$B23)","=IFERROR(GOOGLETRANSLATE($B23,""en"",""gom""),$B23)","=IFERROR(GOOGLETRANSLATE($B23,""en"",""gu""),$B23)","=IFERROR(GOOGLETRANSLATE($B23,""en"",""mr""),$B23)","=IFERROR(GOOGLETRANSLATE($B23,""en"",""mni-Mtei""),$B23)","=IFERROR(GOOGLETRANSLATE($B23,""en"",""lus""),$B23)","=IFERROR(GOOGLETRANSLATE($B23,""en"",""or""),$B23)","=IFERROR(GOOGLETRANSLATE($B23,""en"",""pa""),$B23)","=IFERROR(GOOGLETRANSLATE($B23,""en"",""ne""),$B23)","=IFERROR(GOOGLETRANSLATE($B23,""en"",""bn""),$B23)","=IFERROR(GOOGLETRANSLATE($B23,""en"",""ks""),$B23)",=$B23
ui_0023,Ads and Third-Party Services,"=IFERROR(GOOGLETRANSLATE($B24,""en"",""as""),$B24)","=IFERROR(GOOGLETRANSLATE($B24,""en"",""gom""),$B24)","=IFERROR(GOOGLETRANSLATE($B24,""en"",""gu""),$B24)","=IFERROR(GOOGLETRANSLATE($B24,""en"",""mr""),$B24)","=IFERROR(GOOGLETRANSLATE($B24,""en"",""mni-Mtei""),$B24)","=IFERROR(GOOGLETRANSLATE($B24,""en"",""lus""),$B24)","=IFERROR(GOOGLETRANSLATE($B24,""en"",""or""),$B24)","=IFERROR(GOOGLETRANSLATE($B24,""en"",""pa""),$B24)","=IFERROR(GOOGLETRANSLATE($B24,""en"",""ne""),$B24)","=IFERROR(GOOGLETRANSLATE($B24,""en"",""bn""),$B24)","=IFERROR(GOOGLETRANSLATE($B24,""en"",""ks""),$B24)",=$B24
ui_0024,"After choosing a poster, it can be customized in the editor.","=IFERROR(GOOGLETRANSLATE($B25,""en"",""as""),$B25)","=IFERROR(GOOGLETRANSLATE($B25,""en"",""gom""),$B25)","=IFERROR(GOOGLETRANSLATE($B25,""en"",""gu""),$B25)","=IFERROR(GOOGLETRANSLATE($B25,""en"",""mr""),$B25)","=IFERROR(GOOGLETRANSLATE($B25,""en"",""mni-Mtei""),$B25)","=IFERROR(GOOGLETRANSLATE($B25,""en"",""lus""),$B25)","=IFERROR(GOOGLETRANSLATE($B25,""en"",""or""),$B25)","=IFERROR(GOOGLETRANSLATE($B25,""en"",""pa""),$B25)","=IFERROR(GOOGLETRANSLATE($B25,""en"",""ne""),$B25)","=IFERROR(GOOGLETRANSLATE($B25,""en"",""bn""),$B25)","=IFERROR(GOOGLETRANSLATE($B25,""en"",""ks""),$B25)",=$B25
ui_0025,"After login, the home screen shows poster categories and designs.","=IFERROR(GOOGLETRANSLATE($B26,""en"",""as""),$B26)","=IFERROR(GOOGLETRANSLATE($B26,""en"",""gom""),$B26)","=IFERROR(GOOGLETRANSLATE($B26,""en"",""gu""),$B26)","=IFERROR(GOOGLETRANSLATE($B26,""en"",""mr""),$B26)","=IFERROR(GOOGLETRANSLATE($B26,""en"",""mni-Mtei""),$B26)","=IFERROR(GOOGLETRANSLATE($B26,""en"",""lus""),$B26)","=IFERROR(GOOGLETRANSLATE($B26,""en"",""or""),$B26)","=IFERROR(GOOGLETRANSLATE($B26,""en"",""pa""),$B26)","=IFERROR(GOOGLETRANSLATE($B26,""en"",""ne""),$B26)","=IFERROR(GOOGLETRANSLATE($B26,""en"",""bn""),$B26)","=IFERROR(GOOGLETRANSLATE($B26,""en"",""ks""),$B26)",=$B26
ui_0026,"After selecting a State or Union Territory, the app switches to the region language and shows relevant categories, including political party categories.","=IFERROR(GOOGLETRANSLATE($B27,""en"",""as""),$B27)","=IFERROR(GOOGLETRANSLATE($B27,""en"",""gom""),$B27)","=IFERROR(GOOGLETRANSLATE($B27,""en"",""gu""),$B27)","=IFERROR(GOOGLETRANSLATE($B27,""en"",""mr""),$B27)","=IFERROR(GOOGLETRANSLATE($B27,""en"",""mni-Mtei""),$B27)","=IFERROR(GOOGLETRANSLATE($B27,""en"",""lus""),$B27)","=IFERROR(GOOGLETRANSLATE($B27,""en"",""or""),$B27)","=IFERROR(GOOGLETRANSLATE($B27,""en"",""pa""),$B27)","=IFERROR(GOOGLETRANSLATE($B27,""en"",""ne""),$B27)","=IFERROR(GOOGLETRANSLATE($B27,""en"",""bn""),$B27)","=IFERROR(GOOGLETRANSLATE($B27,""en"",""ks""),$B27)",=$B27
ui_0027,"After you confirm deletion, the app starts removing your sign-in access, profile photo, poster identity details, and app-linked personal data. Play Store or Apple billing records may remain separately for legal or accounting purposes.","=IFERROR(GOOGLETRANSLATE($B28,""en"",""as""),$B28)","=IFERROR(GOOGLETRANSLATE($B28,""en"",""gom""),$B28)","=IFERROR(GOOGLETRANSLATE($B28,""en"",""gu""),$B28)","=IFERROR(GOOGLETRANSLATE($B28,""en"",""mr""),$B28)","=IFERROR(GOOGLETRANSLATE($B28,""en"",""mni-Mtei""),$B28)","=IFERROR(GOOGLETRANSLATE($B28,""en"",""lus""),$B28)","=IFERROR(GOOGLETRANSLATE($B28,""en"",""or""),$B28)","=IFERROR(GOOGLETRANSLATE($B28,""en"",""pa""),$B28)","=IFERROR(GOOGLETRANSLATE($B28,""en"",""ne""),$B28)","=IFERROR(GOOGLETRANSLATE($B28,""en"",""bn""),$B28)","=IFERROR(GOOGLETRANSLATE($B28,""en"",""ks""),$B28)",=$B28
ui_0028,AI is processing the selected photo layer,"=IFERROR(GOOGLETRANSLATE($B29,""en"",""as""),$B29)","=IFERROR(GOOGLETRANSLATE($B29,""en"",""gom""),$B29)","=IFERROR(GOOGLETRANSLATE($B29,""en"",""gu""),$B29)","=IFERROR(GOOGLETRANSLATE($B29,""en"",""mr""),$B29)","=IFERROR(GOOGLETRANSLATE($B29,""en"",""mni-Mtei""),$B29)","=IFERROR(GOOGLETRANSLATE($B29,""en"",""lus""),$B29)","=IFERROR(GOOGLETRANSLATE($B29,""en"",""or""),$B29)","=IFERROR(GOOGLETRANSLATE($B29,""en"",""pa""),$B29)","=IFERROR(GOOGLETRANSLATE($B29,""en"",""ne""),$B29)","=IFERROR(GOOGLETRANSLATE($B29,""en"",""bn""),$B29)","=IFERROR(GOOGLETRANSLATE($B29,""en"",""ks""),$B29)",=$B29
ui_0029,Alignment & Shadow,"=IFERROR(GOOGLETRANSLATE($B30,""en"",""as""),$B30)","=IFERROR(GOOGLETRANSLATE($B30,""en"",""gom""),$B30)","=IFERROR(GOOGLETRANSLATE($B30,""en"",""gu""),$B30)","=IFERROR(GOOGLETRANSLATE($B30,""en"",""mr""),$B30)","=IFERROR(GOOGLETRANSLATE($B30,""en"",""mni-Mtei""),$B30)","=IFERROR(GOOGLETRANSLATE($B30,""en"",""lus""),$B30)","=IFERROR(GOOGLETRANSLATE($B30,""en"",""or""),$B30)","=IFERROR(GOOGLETRANSLATE($B30,""en"",""pa""),$B30)","=IFERROR(GOOGLETRANSLATE($B30,""en"",""ne""),$B30)","=IFERROR(GOOGLETRANSLATE($B30,""en"",""bn""),$B30)","=IFERROR(GOOGLETRANSLATE($B30,""en"",""ks""),$B30)",=$B30
ui_0030,All,"=IFERROR(GOOGLETRANSLATE($B31,""en"",""as""),$B31)","=IFERROR(GOOGLETRANSLATE($B31,""en"",""gom""),$B31)","=IFERROR(GOOGLETRANSLATE($B31,""en"",""gu""),$B31)","=IFERROR(GOOGLETRANSLATE($B31,""en"",""mr""),$B31)","=IFERROR(GOOGLETRANSLATE($B31,""en"",""mni-Mtei""),$B31)","=IFERROR(GOOGLETRANSLATE($B31,""en"",""lus""),$B31)","=IFERROR(GOOGLETRANSLATE($B31,""en"",""or""),$B31)","=IFERROR(GOOGLETRANSLATE($B31,""en"",""pa""),$B31)","=IFERROR(GOOGLETRANSLATE($B31,""en"",""ne""),$B31)","=IFERROR(GOOGLETRANSLATE($B31,""en"",""bn""),$B31)","=IFERROR(GOOGLETRANSLATE($B31,""en"",""ks""),$B31)",=$B31
ui_0031,Allow,"=IFERROR(GOOGLETRANSLATE($B32,""en"",""as""),$B32)","=IFERROR(GOOGLETRANSLATE($B32,""en"",""gom""),$B32)","=IFERROR(GOOGLETRANSLATE($B32,""en"",""gu""),$B32)","=IFERROR(GOOGLETRANSLATE($B32,""en"",""mr""),$B32)","=IFERROR(GOOGLETRANSLATE($B32,""en"",""mni-Mtei""),$B32)","=IFERROR(GOOGLETRANSLATE($B32,""en"",""lus""),$B32)","=IFERROR(GOOGLETRANSLATE($B32,""en"",""or""),$B32)","=IFERROR(GOOGLETRANSLATE($B32,""en"",""pa""),$B32)","=IFERROR(GOOGLETRANSLATE($B32,""en"",""ne""),$B32)","=IFERROR(GOOGLETRANSLATE($B32,""en"",""bn""),$B32)","=IFERROR(GOOGLETRANSLATE($B32,""en"",""ks""),$B32)",=$B32
